Data Source;World Development Indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;2-5-2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
Denmark;DNK;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;99.87404695;99.16221058;99.25784212;99.66478242;99.40883472;98.87262589;99.62772211;99.23595845;;;;99.13182259;99.16203773;98.22457032;98.01599457;97.41028202;97.52907964;97.67494496;96.21508857;96.1169684;97.1671592;92.8037632;94.28114565;92.57050097;92.22414619;94.91503626;94.7566271;93.04936064;91.83152448;88.61327836;89.59051862;94.08441927;90.72488798;91.75701497;94.63847163;92.36304094;98.52626246;94.36666382;92.6766256;90.89289458;88.2800504;88.2707013;87.98990847;89.67967719;85.47478824;82.18730305;86.63662222;82.03661355;80.13136834;79.57580426;78.27422571;74.82227821;70.6877515;72.03616792;68.13472543;
Dominican Republic;DOM;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;48.21827665;54.35038694;57.87714311;58.73216889;59.22023627;58.1230835;59.84194902;59.4090407;59.71780585;61.36855547;56.2235313;52.28412771;57.77990236;57.34989728;66.66562882;67.89854089;71.69270027;74.92648542;77.89913213;75.94138424;75.73730701;78.40517482;80.69995378;83.31683981;84.70560325;85.3893769;87.03899376;88.75710212;87.58572905;89.01291753;88.7478451;87.30242538;86.65956079;84.5967905;85.78166336;86.41962136;86.48248031;86.72450658;86.45974885;86.94308237;87.16557291;87.16398613;86.38952436;;
Algeria;DZA;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;98.99981556;98.77992606;98.52503845;99.0310122;99.35239357;99.36534606;99.58992102;99.66613856;99.70791464;99.73035007;99.66317471;99.70168339;99.84063911;99.68269734;99.61791368;99.80951528;99.75581647;99.89831336;99.86297207;99.93829643;;;;;99.87245929;99.8415349;99.76407728;99.71309035;99.7444924;99.81505213;99.77568248;99.74042914;99.73160646;99.73793913;99.61031383;99.74001863;99.75208391;99.82113635;99.81061946;99.84783479;99.88747563;99.85891737;99.910365;;
East Asia & Pacific (developing only);EAP;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;56.93399901;57.87015902;58.4959188;58.61626573;61.1763862;61.82410636;64.21077065;66.41797116;66.54668935;66.08698508;65.42093667;65.7654613;66.73696417;67.92191777;68.29740477;69.04074464;69.9119454;70.82971348;70.90932816;71.93362356;71.4162927;72.03218799;73.38569859;73.91332677;75.30690292;75.97852825;76.11190183;75.91778304;76.2949177;77.05668029;77.20243487;78.09111908;79.96312212;81.73257037;82.65616997;83.56340718;83.88582219;83.59876552;84.15933623;84.86025355;85.46153832;85.29449323;85.63189463;;
East Asia & Pacific (all income levels);EAS;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;91.14805622;91.19144208;91.78950899;91.99572479;92.67797122;92.68585722;93.11888916;94.40521725;94.72148855;95.23342119;95.52565262;72.97019764;73.74766514;75.0927311;74.62271044;74.82548207;75.38515159;76.69492322;76.97409629;76.97640731;76.19813593;75.4220617;75.05262138;75.05099057;75.46293438;74.90040216;75.28172791;75.31360515;76.38148792;76.54006149;77.0132391;76.65502869;77.23869067;77.73807474;78.30829706;78.76068618;79.1330997;79.16639681;78.59558161;79.08580062;79.5700475;79.66367982;80.38529585;81.88117163;82.73436471;82.99444187;83.62877254;84.2466616;83.94062181;84.13590506;84.67076025;86.11135166;86.45640629;86.70637816;;
Europe & Central Asia (developing only);ECA;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;44.19907189;44.15911347;49.04966574;51.62627951;53.97489237;56.08172971;59.44922184;60.62461071;62.18319547;64.16108791;65.65402953;89.72423098;89.33103371;89.80782672;89.50217123;89.26081866;89.06389869;89.22682761;89.47994663;89.09514913;89.11489112;88.24294364;87.89659628;88.04511929;87.87632938;87.88537974;88.46467035;88.70056569;87.34946537;88.39084365;92.5556852;92.26216778;91.71659617;90.60523857;89.85382824;89.36136536;87.83697311;87.28942805;87.24424605;87.28695129;87.19144776;87.40756259;87.48536792;88.03189807;87.7781026;87.5607747;87.84500961;88.16080236;87.96360651;86.9631935;86.7513835;87.54781118;87.17220926;86.38770853;;
Europe & Central Asia (all income levels);ECS;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;93.75287613;93.57544681;93.67088812;93.93110247;94.11113866;93.95495435;93.434319;93.50989638;93.54896715;93.81762985;93.61227863;93.86987555;93.33984178;93.78242936;93.44427278;92.72475754;92.99596637;91.90287251;91.78857577;91.74809333;91.03032159;89.21182711;88.4901036;87.27272345;85.53861958;84.25358229;83.7543661;83.46397982;82.50392926;82.06047495;86.68713461;86.42180714;85.51221157;84.59243353;84.0683685;83.80030852;83.37462622;82.85048989;82.84715809;82.50711996;82.35722972;82.14674462;82.07118079;82.28318126;81.99605931;81.84942273;81.77837784;81.76826504;81.54246151;80.43318989;80.27571973;80.24420935;79.75339451;79.12938914;;
Ecuador;ECU;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;49.05761341;50.99081355;53.89997912;62.08430242;65.5889208;69.67714319;75.12786132;76.12329115;77.43919613;78.86168122;80.44720052;79.74876279;76.82594101;75.24376632;76.08231054;75.76470096;74.25598001;74.55054471;73.78259561;78.20974884;78.64847381;81.81159194;79.68356687;80.38830216;84.11476233;83.41052993;85.75095066;84.96531851;83.1562901;84.10732733;85.86363431;86.24821724;85.63686058;86.07360329;85.99497131;87.04886649;87.07169855;86.72393857;88.70798971;89.82541409;88.47233517;88.39180024;89.76712768;;
Egypt; Arab Rep.;EGY;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;86.0830516;87.17309939;85.96117503;86.75491668;87.19378506;87.8038933;87.65750955;88.07443511;88.63225727;89.156012;90.4415557;90.92021421;92.15832516;92.84051009;93.41783463;93.26304902;93.74022971;93.69366553;93.89853857;94.07344273;93.88800278;94.04718146;93.96157784;93.38439842;93.81627817;94.07725083;94.15809928;94.44745481;94.01790377;93.88155107;94.23007068;94.88350126;94.99254087;95.32401754;95.95561636;96.03294;95.94154909;96.18696058;96.42950056;96.29524419;96.45830609;96.29211946;96.34986904;
Euro area;EMU;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;94.02150651;93.95176935;94.14510042;94.50935994;95.00374686;95.02813063;94.34535818;94.70140719;94.93965045;95.17184393;94.33540763;94.18444638;93.52201812;94.32892069;94.11210288;93.2247745;93.8871932;92.5654616;92.42799044;92.04647759;91.23984581;89.07712431;88.01324584;86.525849;84.33698769;82.54240837;81.80502828;81.48562738;80.5312638;80.1759652;79.44504717;79.31809074;78.50056445;77.73856197;77.88211226;78.01893356;77.70206581;77.31859494;77.74892752;77.29631239;76.81550771;76.74568862;76.63536514;76.53635305;76.33925924;76.21669749;75.66184011;75.50249785;74.77563989;73.81862376;73.02408023;72.37519591;71.63482969;70.85729215;;
Eritrea;ERI;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.35538288;23.18490009;25.5312677;26.79251562;27.86632445;25.12114757;28.8034706;29.27836551;28.26607486;28.37351209;26.8514906;29.6708356;35.21806958;34.40924565;25.86075752;26.08490665;19.10593817;22.20619754;21.5776664;21.68270184;22.12838431;21.76648026;;
Spain;ESP;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;91.76526065;92.104548;92.7539686;91.04656542;92.4035214;92.82543251;91.59480866;93.64900656;94.01785496;92.45901349;93.39177998;92.50995478;90.75550334;92.18236471;92.08240221;92.72735644;93.9310802;91.59255099;91.67016715;91.40037469;94.03165878;93.34953373;93.07060361;92.00145714;86.58322287;85.40211513;82.89235455;81.85179412;79.30422987;77.60440171;77.38649914;77.95235701;79.25417767;77.6916953;78.59018687;79.60094521;77.85351034;80.06129405;79.52609681;80.97590441;80.63494269;79.84999602;81.46071287;80.82302302;81.83202563;83.4668124;82.50958877;83.18621648;81.80831582;79.71021292;76.00086331;76.50008869;75.00815636;72.79219586;72.23912654;
Estonia;EST;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43.73658072;43.02973221;31.77362212;31.65620666;31.37207382;28.00473057;27.97456242;27.51803402;31.24086431;32.2073056;28.65162331;31.87495347;29.58705583;28.30689005;29.24585849;30.28470368;31.41138672;28.59866481;28.07201921;23.28809432;20.57485777;18.87797812;19.55974938;17.19862975;14.81371409;
Ethiopia;ETH;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;3.752340675;3.358627242;3.450588911;3.349291486;2.916668943;2.897067852;2.821392608;3.096825374;3.219076786;3.275372913;3.412786967;3.092199869;3.162202155;2.85090305;2.835416878;3.181945754;3.763919893;3.688465552;3.785172071;3.868155114;3.707764262;2.451750852;2.989416143;3.331291862;3.655075316;3.843120611;3.625397699;3.641777788;3.534698681;3.755781191;4.525116661;4.583888306;4.814561464;4.895518352;4.479903147;4.646335736;5.039175164;5.213151398;5.110092065;4.788445102;5.113438554;5.052986487;5.639630645;;
European Union;EUU;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;95.28032427;95.1641174;95.26891379;95.37942105;95.55978733;95.30421013;94.78225739;94.85015848;94.87960214;95.05091482;94.64623047;94.8360042;94.37173192;94.80950399;94.48218453;93.79882549;94.08729672;92.97160658;92.87525127;92.89105381;92.19937271;90.41158899;89.69117327;88.42116241;86.63451199;85.27169702;84.69121932;84.39234186;83.43959474;82.8978834;82.05148176;81.66950926;80.9736885;80.14970225;80.03168929;80.0696224;79.89664057;79.27468614;79.38904693;79.02626823;78.83774019;78.62032271;78.49332443;78.54617723;78.20119008;77.97741172;77.73753309;77.62203848;76.94540948;75.68153668;75.15271353;74.33216065;73.40651193;72.55796698;;
Fragile and conflict affected situations;FCS;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;36.8942011;40.23610466;42.19829333;42.92509855;44.115796;45.70895453;45.94946668;47.62338831;50.00859249;49.80298039;50.27943357;50.92421991;52.72169925;53.81554082;54.49597012;56.17672582;56.65257788;57.70769248;58.08185883;60.41252467;59.69649865;60.85387392;63.14993959;63.33283611;63.21841072;63.49060728;65.66026595;63.04021535;61.93635512;62.86197322;63.23395635;62.85915501;62.33653541;62.15550987;62.2286705;60.79877021;61.16020757;62.52305142;63.51957472;63.91054959;61.49309519;63.1372445;63.8074689;;
Finland;FIN;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;45.24596838;45.12808746;47.52484955;51.67959004;55.29927132;58.28498371;61.16301711;62.36850428;66.20960622;70.2487015;71.73903976;71.34598883;73.03495759;75.01504567;74.4411938;76.64064439;79.09890292;76.47794322;75.96878188;72.24691738;72.34254839;60.44171863;58.19475399;54.64571227;53.15410689;57.66365832;58.63735814;60.24221204;57.8054603;58.23662615;55.47017689;56.56220558;53.92849134;54.80545497;56.88474415;52.9464572;55.65215756;53.26542931;51.49752183;50.79324858;49.63543086;50.20307315;51.27788686;54.33687373;53.28260983;49.09021465;51.56120136;49.82056381;47.86576458;48.56781113;48.87738246;47.07497323;43.06983263;42.27854244;42.5853883;
Fiji;FJI;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;0;0;0;;;;;;;;
France;FRA;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;95.52018062;95.86188308;96.43236551;95.89151318;96.69442998;95.82039494;95.1563632;95.70259704;95.50743415;95.53945898;89.74152792;89.92143247;89.79686785;90.26813077;89.93530509;88.25590468;90.16324604;88.03519204;87.26473417;86.36570694;83.8755072;77.75584648;76.61918614;72.29762216;67.52500998;64.33921912;61.28573804;60.41852402;59.39941239;58.84821173;58.15395849;57.94478445;56.15969951;54.1939774;53.31299789;53.57296818;53.84630484;52.89913968;54.79300946;54.01739016;52.8037762;53.39895581;52.81179698;52.69239834;52.41337524;52.25629799;51.80100987;51.62556142;50.80148886;50.79867978;49.76508301;48.42758566;48.74608353;48.35152706;46.27472978;
Faroe Islands;FRO;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Micronesia; Fed. Sts.;FSM;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gabon;GAB;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;54.56274528;52.51380638;64.76168948;66.42749192;58.06165956;55.15329548;57.15540542;61.5469452;55.58994399;55.34801504;58.53120711;58.45977828;58.48018444;54.08300933;47.27395597;46.15140073;42.25245607;44.35885682;39.39566018;32.01095306;31.89974999;34.47956965;36.75772049;28.36983752;32.61049644;34.51410634;34.23558004;36.77855125;33.55452859;32.43088502;35.1822772;33.76253323;33.02708644;33.25312422;35.51678675;35.49484469;37.10066938;37.02911335;38.48514291;40.71086267;41.38277483;41.99894017;43.41447677;;
United Kingdom;GBR;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;99.4647102;99.36837578;99.20776193;98.86813184;98.60649719;97.61702311;96.8766933;96.4875454;96.17444742;95.98615961;96.48387396;96.41644847;96.19949134;96.49958891;95.65984102;95.86926243;95.21395111;94.81714574;95.14016044;95.23246879;94.96889209;94.66282545;93.80622994;92.95642334;92.42253227;91.89555163;92.06996551;92.3375625;91.28950432;89.92769081;90.65258583;90.1991746;89.21274479;87.79016543;87.79003822;87.71102814;87.56976162;86.71951891;86.77063541;87.23515523;88.41036373;87.82906917;87.72370027;87.98005877;88.56090718;88.07659135;88.54994039;89.57435359;90.10046951;87.28514351;88.34071533;85.69856255;85.25869744;84.03561064;82.7891659;
Georgia;GEO;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88.84092501;87.17870041;84.56582791;77.98328005;80.45060381;68.2929448;60.53852119;59.865222;59.13704991;55.69596734;59.01220076;55.090437;49.58947522;52.14468848;53.77327276;64.41339158;70.40866076;70.69078883;66.78923596;66.99368733;64.70334463;72.76506637;74.46282328;68.93449555;;
Ghana;GHA;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;21.99753239;21.97580791;22.22791515;22.10596001;23.17931174;20.73235594;22.90247677;22.46567226;19.50540667;18.79618519;20.74249216;22.07629318;11.52889837;16.42281014;19.58608989;17.44668947;20.36820585;15.1411127;18.43305265;18.2359664;16.5625589;16.08869506;17.40874908;17.61105115;18.78593182;19.3233444;20.51273331;26.64055447;25.89623163;28.38266042;32.22697309;36.07762662;36.81295245;36.98069642;37.66296509;43.10367239;45.83956946;43.03864606;46.07805181;49.74894229;49.91211837;52.68995602;52.69738399;;
Guinea;GIN;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gambia; The;GMB;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;0;0;0;;;;;;;
Guinea-Bissau;GNB;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;0;0;0;;;;;;;;
Equatorial Guinea;GNQ;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;
Greece;GRC;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;98.31103862;98.19956637;98.1245797;97.68107569;98.19371149;98.27097546;96.82702206;97.11396217;97.90572894;97.28685526;91.15887769;92.20331018;93.26235204;94.53948003;94.18104388;94.687813;95.20602678;95.47634486;95.01070222;94.94150678;94.68905639;94.74596443;94.56292029;94.83612026;94.39760852;95.7001889;94.97225999;95.58043796;96.17815003;96.63051869;94.56338072;94.05584414;94.32196258;94.16119401;94.2701135;93.85006004;93.46299999;93.51094723;94.08694815;94.17983504;94.59119325;94.38734266;94.07165972;93.98922592;93.78909658;93.41671079;92.89229521;93.02043364;92.76660562;92.3568748;90.36634837;90.83018538;90.11895937;88.00607925;85.67602135;
Grenada;GRD;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;0;0;0;;;;;;;;
Greenland;GRL;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guatemala;GTM;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;29.28304183;29.68357095;30.70026809;30.70224764;26.63739444;27.31077099;30.21892939;31.34557381;34.33670793;37.44826766;33.28776943;29.26485045;27.49039545;30.24975888;30.08180415;23.58023842;25.1439048;26.51374689;26.06837762;27.86725739;28.59310409;30.94750409;31.69115918;35.56152207;36.61796529;37.7069844;38.25351654;42.21660727;40.31014636;42.27666514;43.24444527;44.30087278;42.48637456;42.97532709;44.16831872;43.1870956;43.40464972;40.36716288;39.04930283;32.66035575;30.92107225;30.87615772;32.65370676;;
Guam;GUM;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guyana;GUY;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;0;0;0;;;;;;;;
High income;HIC;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;94.42732406;94.38922762;94.49635621;94.68164936;94.78318706;94.75366354;94.6525559;94.7787431;94.76749368;94.82589127;94.71625841;94.56082412;94.24651256;94.24904782;93.57704669;92.819446;92.85735038;92.21469647;91.5946397;91.55161875;90.96101434;89.90345611;89.11581273;88.17192055;87.15567165;86.00204984;85.43575038;85.06637284;84.87936855;84.78260965;85.50367408;85.06077655;84.81742457;84.56452083;84.39990803;84.10358807;84.06386635;84.25905668;84.03346542;83.86741825;83.95171783;84.01993111;84.01098434;84.28133264;83.93696311;83.69087052;83.50298025;83.79557516;83.49301922;82.78843258;82.65672787;83.08211106;83.10353289;82.99497445;;
Hong Kong SAR; China;HKG;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;98.381823;98.52384677;98.53232425;98.70848085;98.90610852;98.88436221;99.01320738;99.04265314;99.34551319;99.4179849;99.36735133;99.43133062;99.58291621;;;;;;;;;;;94.27807809;94.57500265;93.50571571;93.08679581;94.84389847;94.7857581;93.87465141;94.39854041;94.42692519;94.95896067;95.10082125;95.20852024;95.44453016;95.452219;94.8347506;95.05827073;93.97195639;94.31476744;93.28270803;93.69866483;
Honduras;HND;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;27.1354939;26.8778866;28.21531508;27.25258267;27.7835717;29.12905602;31.01098408;30.38439419;30.61862632;29.69972767;28.34226209;32.01052143;28.98913279;30.42804752;27.22483316;28.65084165;29.12125499;30.64819987;31.77469907;30.01649454;29.86986801;32.28274902;33.22425374;36.95167983;41.23647126;40.32338557;38.10993023;42.86878071;49.08964853;48.27216358;52.81255222;53.55272814;54.73352653;56.48111791;54.86179356;50.47652387;54.82596042;54.27791449;50.80048492;51.16665966;52.14850779;51.48488363;51.35134251;;
Heavily indebted poor countries (HIPC);HPC;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;15.5963469;15.78118798;16.32540531;16.08041121;15.65751448;15.86571022;16.38504085;16.20294426;15.78168408;15.82570475;15.44993457;15.36937693;14.44136283;14.53530633;14.23591787;14.30941043;14.47754302;14.4257209;14.30590535;14.27721982;13.54906735;13.4316433;13.20098241;13.3497612;14.22209584;14.8893246;15.37943379;15.68488914;16.97520202;16.62384957;16.00632415;17.21446362;17.18955684;17.43211707;17.71196551;18.76004915;19.45675132;19.51057301;19.55297834;19.9282097;19.90480312;21.01184749;21.45221191;;
Croatia;HRV;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86.24043357;83.40739289;87.04013506;88.14918839;85.57016765;85.53100895;83.31299651;84.69197784;85.92326001;86.15181407;84.28901179;85.76312096;87.09256767;87.08219468;85.3149886;84.88069691;84.65522444;86.59564559;85.00722093;83.44290157;81.92961907;81.59547071;79.1799373;78.46219075;;
Haiti;HTI;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;8.400360016;7.683731014;7.691804376;8.200992848;8.092305503;10.68562587;10.63684746;11.09299384;10.89685729;9.896349923;9.517007117;11.65209061;12.95456868;13.37846283;13.25604035;16.49257519;17.64753807;18.53231601;19.49136945;19.73422144;18.64176316;16.76037583;14.37212363;4.393470013;17.76927447;17.86149782;22.45268361;20.65677739;22.03207181;23.30767712;24.88890945;24.96273559;24.55431938;27.713821;19.49572623;19.38001494;20.99531346;20.72857308;19.2931334;17.77460884;17.96016537;18.07100842;18.68397112;;
Hungary;HUN;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;94.76997545;95.17447278;95.03011032;95.52888847;94.72307524;95.57362106;95.14682518;95.21087498;95.06746224;95.32232029;96.35971524;96.28900225;96.52252221;96.94383086;96.15543652;95.90673972;95.50330427;95.3392698;92.83917206;91.08635002;89.11244954;88.60438902;85.92848968;83.69957223;83.14279125;81.60450845;81.6714475;81.0604298;81.90148737;81.17725734;81.60281715;81.9531038;81.88620888;82.16912862;81.74121511;80.53891348;80.98183667;80.79182568;83.13716845;81.82083907;80.36823129;80.06270608;78.97411798;77.82321984;74.19604716;74.26625315;73.33660306;71.60289891;69.02783892;67.83562593;
Indonesia;IDN;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;24.67655388;26.88289711;29.22823705;31.51109462;32.62206018;34.44660622;39.84436257;42.56705177;44.15714893;45.47943166;47.08411225;47.13009318;46.66360993;47.70853495;48.56540959;52.4409985;52.18210842;51.85334242;53.60227537;53.44506032;54.82556907;55.71590042;59.08858971;57.48333093;60.60496778;61.52062525;62.05508971;60.67208798;62.2182232;61.95736177;61.45865612;62.54821436;62.43678539;64.3074867;64.98364199;65.16039741;64.56373748;63.7830396;65.15996362;66.6972089;65.4340989;66.30953716;65.92821879;;
Isle of Man;IMN;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
India;IND;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;35.25941086;35.36702618;35.45385218;36.61131734;37.08527901;38.00270973;38.37171724;37.34612905;38.83837466;39.5233325;41.56263579;43.16177639;43.99363659;45.3171251;47.36185935;48.38906783;49.82000737;51.38602816;52.94729639;53.89999119;55.0634924;56.2099099;56.91071492;58.11505153;59.99909071;60.93381542;61.81607504;62.21071254;63.48164413;63.76279627;63.76662546;64.4219213;64.52782165;65.69248482;66.13372541;66.9591625;67.97879967;69.05659877;71.25375311;71.55700801;71.40734548;72.36518808;72.44396304;;
Not classified;INX;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ireland;IRL;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;67.24186969;69.44043361;70.08592383;71.11172726;72.28615994;77.56958064;76.29088499;75.9370182;70.95171285;73.66488579;77.86187816;79.79172745;80.25689307;84.37851233;82.30069369;80.88234011;80.90209628;81.13919863;82.87807555;85.65078697;85.13866594;85.56191735;84.34570458;83.77268483;85.00176466;82.50107941;85.50581666;84.68189097;83.89442498;84.97974114;85.0618938;85.43300874;84.55978425;86.15562457;86.85399375;88.05593925;89.44904115;89.30314855;90.06428158;91.79905469;92.51571911;92.52159191;91.45913918;92.00226307;93.27692993;90.91552416;90.97299115;90.99377105;89.92434427;88.82641847;89.67090896;87.90211219;86.48359775;86.28520849;85.1705304;
Iran; Islamic Rep.;IRN;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;97.72839168;97.30976816;98.10486874;98.15422962;98.26803671;98.34524843;98.44231593;97.91224905;98.37988015;98.36849216;98.35708866;98.55721565;98.32236513;98.60405927;98.68191499;98.37644865;98.34135527;98.44506043;98.72381532;98.93148142;98.91840851;98.67902975;98.74003451;99.05884231;99.13075191;99.10423037;99.2711705;99.32621554;99.57670664;99.66518608;99.58499956;99.40723814;99.22623308;99.33230397;98.88999156;98.81105984;98.89622235;99.57304061;99.5625758;99.4535085;99.42834039;99.33341769;98.86494373;
Iraq;IRQ;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;98.9092673;99.00450664;98.86208851;98.78738262;98.89537381;99.14101932;98.94584335;98.95610036;98.89155755;99.10162289;99.17557713;99.29274207;99.41352067;99.41788777;99.47344867;99.54115911;98.42892893;98.7041382;98.81303704;98.74872314;99.38779496;99.65021896;99.75338154;99.790535;99.7752151;99.7716814;99.80459584;99.7203349;99.62999515;99.67958006;99.7080229;99.72624957;99.73585797;99.34510814;97.74436235;96.74956699;97.16473607;97.84130306;97.58156426;97.39449851;97.43939768;97.3015436;97.33002648;;
Iceland;ISL;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;72.12772797;69.75669076;69.2171756;69.71001925;68.16741661;69.59110063;68.76136156;66.240798;65.51641275;57.043839;54.34603204;53.12851508;50.17854952;51.61389517;51.9391215;47.66505957;45.07610232;45.55306906;44.44532355;42.55074364;39.59806602;33.82147341;29.80677309;28.4576979;30.65319084;29.26640696;31.01073197;31.87347101;30.31770794;30.16139987;28.63991379;27.83866607;29.76385459;30.04565618;29.98211422;29.28917095;30.73641907;29.75087974;28.02535708;24.46796246;22.62222591;22.89112189;23.08597581;22.8737876;24.08945105;23.65901196;19.71346012;16.15127411;13.16704987;12.17035433;11.51979151;10.25495259;10.3307143;10.40471425;10.66199194;
